word	seg	parse
,	,	,[Punc]
kube	ku-be	ku[SC15]-be[AuxVStem]
udlame	u-dlame	u[NPrePre11]-dlame[NStem]
olube	olu-be	olu[RelConc11]-be[AuxVStem]
umthelela	u-m-thelela	u[NPrePre3]-m[BPre3]-thelela[NStem]
wakho	wa-kho	wa[PossConc3]-kho[PronStem15]
.	.	.[Punc]
Amaphoyisa	a-ma-phoyisa	a[NPrePre6]-ma[BPre6]-phoyisa[NStem]
kumele	ku-mel-e	ku[SC15]-mel[VRoot]-e[VerbTerm]
asuse	a-sus-e	a[SC6]-sus[VRoot]-e[VerbTerm]
umqondo	u-m-qondo	u[NPrePre3]-m[BPre3]-qondo[NStem]
wezempi	wa-i-za-i-mpi	wa[PossConc3]-i[NPrePre9]-za[PossConc10]-i[NPrePre9]-mpi[NStem]
alawulwe	a-lawul-w-e	a[SC6]-lawul[VRoot]-w[PassExt]-e[VerbTerm]
ngobuchwepheshe	nga-u-bu-chwepheshe	nga[AdvPre]-u[NPrePre14]-bu[BPre14]-chwepheshe[NStem]
ekwenzeni	e-ku-enz-a-ini	e[LocPre]-ku[BPre15]-enz[VRoot]-a[VerbTerm]-ini[LocSuf]
umsebenzi	u-mu-sebenzi	u[NPrePre3]-mu[BPre3]-sebenzi[NStem]
wawo	wa-wo	wa[PossConc3]-wo[PronStem6]
.	.	.[Punc]
Umasipala	u-masipala	u[NPrePre1a]-masipala[NStem]
ABC	ABC	ABC[Abbr]
ulungiselela	u-lungiselel-a	u[SC1]-lungiselel[VRoot]-a[VerbTerm]
i-IDP	i-IDP	i[NPre9]-IDP[Abbr]
yawo	ya-wo	ya[PossConc9]-wo[PronStem3]
.	.	.[Punc]
Ikhansela	i-khansela	i[NPrePre5]-khansela[NStem]
lesigceme	la-i-si-gceme	la[PossConc5]-i[NPrePre7]-si[BPre7]-gceme[NStem]
neKomidi	na-i-komidi	na[AdvPre]-i[NPrePre5]-komidi[NStem]
Lesigceme	la-i-si-gceme	la[PossConc5]-i[NPrePre7]-si[BPre7]-gceme[NStem]
selazise	s-e-li-az-is-e	s[PreLoc-s]-e[LocPre]-li[OC5]-az[VRoot]-is[CausExt]-e[VerbTerm]
umphakathi	u-mu-phakathi	u[NPrePre3]-mu[BPre3]-phakathi[NStem]
ukuthi	ukuthi	ukuthi[Conj]
umhlangano	u-m-hlangano	u[NPrePre3]-m[BPre3]-hlangano[NStem]
uzokwenziwa	u-zo-ku-enz-iw-a	u[SC3]-zo[Fut]-ku[BPre15]-enz[VRoot]-iw[PassExt]-a[VerbTerm]
ngoMsombuluko	nga-u-Msombuluko	nga[AdvPre]-u[NPrePre1a]-Msombuluko[NStem]
ka-10	ka-10	ka[PossKA]-10[Num]
Julayi	Julayi	Julayi[ProperName]
ngo-10.00	nga-u-10.00	nga[AdvPre]-u[NPrePre1a]-10.00[Num]
ekuseni	ekuseni	ekuseni[Adv]
eHholo	e-hholo	e[LocPre]-hholo[NStem]
Ledolobha	la-i-dolobha	la[PossConc5]-i[NPrePre5]-dolobha[NStem]
ukuzoxoxa	u-ku-zo-xox-a	u[NPrePre15]-ku[BPre15]-zo[Fut]-xox[VRoot]-a[VerbTerm]
nge-IDP	nga-i-IDP	nga[AdvPre]-i[NPrePre9]-IDP[Abbr]
.	.	.[Punc]
Bathumela	ba-thumel-a	ba[SC2]-thumel[VRoot]-a[VerbTerm]
isaziso	i-si-aziso	i[NPrePre7]-si[BPre7]-aziso[NStem]
ezinsukwini	ezi-n-suku-ini	ezi[RelConc10]-n[BPre10]-suku[NStem]-ini[LocSuf]
ezintathu	ezin-thathu	ezin[AdjPref10]-thathu[AdjStem]
ngaphambi	nga-phambi	nga[AdvPre]-phambi[Adv]
komhlangano	kwa-u-m-hlangano	kwa[PossConc15]-u[NPrePre3]-m[BPre3]-hlangano[NStem]
.	.	.[Punc]
Emhlanganweni	e-m-hlangano-ini	e[LocPre]-m[BPre3]-hlangano[NStem]-ini[LocSuf]
ikhansela	i-khansela	i[NPrePre5]-khansela[NStem]
lesigceme	la-i-si-gceme	la[PossConc5]-i[NPrePre7]-si[BPre7]-gceme[NStem]
neKomidi	na-i-komidi	na[AdvPre]-i[NPrePre5]-komidi[NStem]
Lesigceme	la-i-si-gceme	la[PossConc5]-i[NPrePre7]-si[BPre7]-gceme[NStem]
litshela	li-tshel-a	li[SC5]-tshel[VRoot]-a[VerbTerm]
abantu	a-ba-ntu	a[NPrePre2]-ba[BPre2]-ntu[NStem]
abasemhlanganweni	aba-s-e-m-hlangano-ini	aba[RelConc2]-s[PreLoc-s]-e[LocPre]-m[BPre3]-hlangano[NStem]-ini[LocSuf]
ukuthi	ukuthi	ukuthi[Conj]
sebethathe	s-e-be-thath-e	s[PreLoc-s]-e[LocPre]-be[SC2]-thath[VRoot]-e[VerbTerm]
isinqumo	i-si-n-qumo	i[NPrePre7]-si[BPre7]-n[BPre3]-qumo[NStem]
ngalokho	nga-lokho	nga[AdvPre]-lokho[Dem15][Pos2]
abacabanga	aba-cabang-a	aba[RelConc2]-cabang[VRoot]-a[VerbTerm]
ukuthi	ukuthi	ukuthi[Conj]
kuzoba	ku-zo-ba	ku[SC15]-zo[Fut]-ba[AuxVStem]
kuhle	ku-hle	ku[BPre15]-hle[AdjStem]
emphakathini	e-mu-phakathi-ini	e[LocPre]-mu[BPre3]-phakathi[NStem]-ini[LocSuf]
futhi	futhi	futhi[Conj]
ngaleyo	nga-leyo	nga[AdvPre]-leyo[Dem9][Pos2]
ndlela	n-dlela	n[BPre9]-dlela[NStem]
sebeyalele	s-e-be-yalel-e	s[PreLoc-s]-e[LocPre]-be[SC2]-yalel[VRoot]-e[VerbTerm]
umkhandlu	u-m-khandlu	u[NPrePre3]-m[BPre3]-khandlu[NStem]
mayelana	mayelana	mayelana[Adv]
namaphrojethi	na-a-ma-phrojethi	na[AdvPre]-a[NPrePre6]-ma[BPre6]-phrojethi[NStem]
okufanele	oku-fanel-e	oku[RelConc15]-fanel[VRoot]-e[VerbTerm]
afakwe	a-fak-w-e	a[SC6]-fak[VRoot]-w[PassExt]-e[VerbTerm]
.	.	.[Punc]
Abanye	aba-nye	aba[AdjPref2]-nye[AdjStem]
abantu	a-ba-ntu	a[NPrePre2]-ba[BPre2]-ntu[NStem]
emhlanganweni	e-m-hlangano-ini	e[LocPre]-m[BPre3]-hlangano[NStem]-ini[LocSuf]
baveza	ba-vez-a	ba[SC2]-vez[VRoot]-a[VerbTerm]
ukungeneliseki	u-ku-nga-nelis-ek-i	u[NPrePre15]-ku[BPre15]-nga[NegPre]-nelis[VRoot]-ek[NeutExt]-i[VerbTerm]
ngesikhathi	nga-i-si-khathi	nga[AdvPre]-i[NPrePre7]-si[BPre7]-khathi[NStem]
esifushane	esi-fushane	esi[AdjPref7]-fushane[AdjStem]
sesaziso	sa-i-si-ziso	sa[PossConc7]-i[NPrePre7]-si[BPre7]-ziso[NStem]
somhlangano	sa-u-m-hlangano	sa[PossConc7]-u[NPrePre3]-m[BPre3]-hlangano[NStem]
nesikhathi	na-i-si-khathi	na[AdvPre]-i[NPrePre7]-si[BPre7]-khathi[NStem]
,	,	,[Punc]
njengoba	njengoba	njengoba[Conj]
lesi	lesi	lesi[Dem7][Pos1]
kuyisikhathi	ku-y-i-si-khathi	ku[BPre15]-y[CopPre]-i[NPrePre7]-si[BPre7]-khathi[NStem]
lapho	lapho	lapho[Conj]
amalungu	a-ma-lungu	a[NPrePre6]-ma[BPre6]-lungu[NStem]
amaningi	ama-ningi	ama[AdjPref6]-ningi[AdjStem]
omphakathi	o-m-phakathi	o[RelConc6]-m[BPre3]-phakathi[Adv]
esuke	e-suk-e	e[Past]-suk[Intrans]-e[VerbTerm]
esemsebenzini	e-s-e-mu-sebenzi-ini	e[LocPre]-s[PreLoc-s]-e[LocPre]-mu[BPre3]-sebenzi[NStem]-ini[LocSuf]
.	.	.[Punc]
Abanye	aba-nye	aba[AdjPref2]-nye[AdjStem]
baveza	ba-vez-a	ba[SC2]-vez[VRoot]-a[VerbTerm]
ukuthi	ukuthi	ukuthi[Conj]
isidingo	i-si-dingo	i[NPrePre7]-si[BPre7]-dingo[NStem]
sabo	sa-bo	sa[PossConc7]-bo[PronStem2]
akusona	a-ku-sona	a[NegPre]-ku[BPre15]-sona[AbsPron7]
esokwakhiwa	e-sa-u-ku-akh-iw-a	e[RelConc7]-sa[PossConc7]-u[NPrePre15]-ku[BPre15]-akh[VRoot]-iw[PassExt]-a[VerbTerm]
kwenxanxathela	kwa-i-nxanxathela	kwa[PossConc15]-i[NPrePre9]-nxanxathela[NStem]
yezitolo	ya-i-zi-tolo	ya[PossConc4]-i[NPrePre8]-zi[BPre8]-tolo[NStem]
,	,	,[Punc]
nakuba	nakuba	nakuba[Conj]
lokhu	lokhu	lokhu[Dem15][Pos1]
kungadala	ku-nga-dal-a	ku[SC15]-nga[Pot]-dal[VRoot]-a[VerbTerm]
amathuba	a-ma-thuba	a[NPrePre6]-ma[BPre6]-thuba[NStem]
emisebenzi	e-mi-sebenzi	e[RelConc6]-mi[BPre4]-sebenzi[NStem]
esikhathi	esi-khathi	esi[RelConc7]-khathi[NStem]
esifushane	esi-fushane	esi[AdjPref7]-fushane[AdjStem]
njengoba	njengoba	njengoba[Conj]
kuchazwe	ku-chaz-w-e	ku[SC15]-chaz[VRoot]-w[PassExt]-e[VerbTerm]
kwi-IDP	ku-i-IDP	ku[LocPre]-i[NPrePre9]-IDP[Abbr]
.	.	.[Punc]
Kodwa	kodwa	kodwa[Conj]
imitholampilo	i-mi-tholampilo	i[NPrePre4]-mi[BPre4]-tholampilo[NStem]
emisha	emi-sha	emi[AdjPref4]-sha[AdjStem]
ukusiza	u-ku-siz-a	u[NPrePre15]-ku[BPre15]-siz[VRoot]-a[VerbTerm]
imijondolo	i-mi-jondolo	i[NPrePre4]-mi[BPre4]-jondolo[NStem]
elokhu	e-lokhu	e[RelConc4]-lokhu[Dem15][Pos1]
iqhubeke	i-qhubek-e	i[SC9]-qhubek[VRoot]-e[VerbTerm]
njalo	njalo	njalo[Adv]
ikhula	i-khul-a	i[SC4]-khul[VRoot]-a[VerbTerm]
,	,	,[Punc]
njengoba	njengoba	njengoba[Conj]
umtholampilo	u-m-tholampilo	u[NPrePre3]-m[BPre3]-tholampilo[NStem]
okhona	o-khona	o[RelConc3]-khona[Adv]
ungakwazi	u-nga-ku-az-i	u[SC3]-nga[Pot]-ku[BPre15]-az[VRoot]-i[VerbTerm]
ukuhlangabezana	u-ku-hlangabez-an-a	u[NPrePre15]-ku[BPre15]-hlangabez[VRoot]-an[RecipExt]-a[VerbTerm]
nezidingo	na-i-zi-dingo	na[AdvPre]-i[NPrePre8]-zi[BPre8]-dingo[NStem]
.	.	.[Punc]
Imithethomigomo	i-mi-thethomigomo	i[NPrePre4]-mi[BPre4]-thethomigomo[NStem]
ithi	i-th-i	i[SC4]-th[VRoot]-i[VerbTerm]
ama-KPI	a-ma-KPI	a[NPrePre6]-ma[BPre6]-KPI[Abbr]
kufanele	ku-fanel-e	ku[SC15]-fanel[VRoot]-e[VerbTerm]
alinganiseke	a-linganis-ek-e	a[SC6]-linganis[VRoot]-ek[NeutExt]-e[VerbTerm]
,	,	,[Punc]
afaneleke	a-fanel-ek-e	a[SC6]-fanel[VRoot]-ek[NeutExt]-e[VerbTerm]
,	,	,[Punc]
abe	a-be	a[SC6]-be[AuxVStem]
nenjongo	na-i-n-jongo	na[AdvPre]-i[NPrePre9]-n[BPre9]-jongo[NStem]
futhi	futhi	futhi[Conj]
ahlabe	a-hlab-e	a[SC6]-hlab[VRoot]-e[VerbTerm]
emhloleni	e-m-hlola-ini	e[LocPre]-m[BPre3]-hlola[NStem]-ini[LocSuf]
.	.	.[Punc]
Abhekiswe	a-bhek-is-w-e	a[SC6]-bhek[VRoot]-is[CausExt]-w[PassExt]-e[VerbTerm]
ezinhlakeni	ezi-n-hlaka-ini	ezi[RelConc10]-n[BPre10]-hlaka[NStem]-ini[LocSuf]
zikamasipala	zi-ka-masipala	zi[PossConc10]-ka[PossKA]-masipala[NStem]
zokuphatha	za-u-ku-phath-a	za[PossConc10]-u[NPrePre15]-ku[BPre15]-phath[VRoot]-a[VerbTerm]
nabasebenzi	na-a-ba-sebenzi	na[AdvPre]-a[NPrePre2]-ba[BPre2]-sebenzi[NStem]
,	,	,[Punc]
konke	ko-nke	ko[QuantConc15]-nke[QuantStem]
okukamasipala	oku-ka-masipala	oku[RelConc15]-ka[PossKA]-masipala[NStem]
nabasizi	na-a-ba-sizi	na[AdvPre]-a[NPrePre2]-ba[BPre2]-sizi[NStem]
ngokuletha	nga-u-ku-leth-a	nga[AdvPre]-u[NPrePre15]-ku[BPre15]-leth[VRoot]-a[VerbTerm]
izinsizakalo	i-zin-sizakalo	i[NPrePre10]-zin[BPre10]-sizakalo[NStem]
umasipala	u-masipala	u[NPrePre1a]-masipala[NStem]
anezivumelwano	a-na-i-zi-vumelwano	a[RelConc1]-na[AdvPre]-i[NPrePre8]-zi[BPre8]-vumelwano[NStem]
nabo	na-bo	na[AdvPre]-bo[PronStem2]
.	.	.[Punc]
Abantu	a-ba-ntu	a[NPrePre2]-ba[BPre2]-ntu[NStem]
babamba	ba-bamb-a	ba[SC2]-bamb[VRoot]-a[VerbTerm]
iqhaza	i-li-qhaza	i[NPrePre5]-li[BPre5]-qhaza[NStem]
ngokubikelwa	nga-u-ku-bik-el-w-a	nga[AdvPre]-u[NPrePre15]-ku[BPre15]-bik[VRoot]-el[ApplExt]-w[PassExt]-a[VerbTerm]
ngezinqumo	nga-zin-qumo	nga[AdvPre]-zin[BPre10]-qumo[NStem]
esezithathiwe	e-se-zi-thath-iw-e	e[RelConc9]-se[Pro]-zi[OC9]-thath[VRoot]-iw[PassExt]-e[VerbTerm]
noma	noma	noma[Conj]
ngosekwenzekile	nga-u-s-e-ku-enz-ek-il-e	nga[AdvPre]-u[NPrePre15]-s[PreLoc-s]-e[LocPre]-ku[BPre15]-enz[VRoot]-ek[NeutExt]-il[Perf]-e[VerbTerm]
.	.	.[Punc]
Kuhlanganisa	ku-hlanganis-a	ku[SC15]-hlanganis[VRoot]-a[VerbTerm]
izimemezelo	i-zi-memezelo	i[NPrePre8]-zi[BPre8]-memezelo[NStem]
zabaphathi	za-a-ba-phathi	za[PossConc10]-a[NPrePre2]-ba[BPre2]-phathi[NStem]
noma	noma	noma[Conj]
zabaqhubi	za-a-ba-qhubi	za[PossConc10]-a[NPrePre2]-ba[BPre2]-qhubi[NStem]
bohlelo	ba-u-hlelo	ba[PossConc2]-u[NPrePre11]-hlelo[NStem]
ngaphandle	nga-phandle	nga[AdvPre]-phandle[Adv]
kokulalela	kwa-u-ku-lalel-a	kwa[AdvPre]-u[NPrePre15]-ku[BPre15]-lalel[VRoot]-a[VerbTerm]
okushiwo	oku-sh-iw-o	oku[RelConc15]-sh[VRoot]-iw[PassExt]-o[VerbTerm]
ngabantu	nga-a-ba-ntu	nga[AdvPre]-a[NPrePre2]-ba[BPre2]-ntu[NStem]
.	.	.[Punc]
Yize	y-i-ze	y[CopPre]-i[NPrePre5]-ze[NStem]
inqubo	i-n-qubo	i[NPrePre9]-n[BPre9]-qubo[NStem]
yokuhlela	ya-u-ku-hlel-a	ya[PossConc9]-u[NPrePre15]-ku[BPre15]-hlel[VRoot]-a[VerbTerm]
isungulwa	i-sungul-w-a	i[SC9]-sungul[VRoot]-w[PassExt]-a[VerbTerm]
ihlanganiswe	i-hlanganis-w-e	i[SC9]-hlanganis[VRoot]-w[PassExt]-e[VerbTerm]
wumasipala	w-u-masipala	w[CopPre]-u[NPrePre1a]-masipala[NStem]
,	,	,[Punc]
uhlelo	u-hlelo	u[NPrePre11]-hlelo[NStem]
lwe-CBP	lwa-i-CBP	lwa[PossConc11]-i[NPrePre9]-CBP[Abbr]
lona	lo-na	lo[PronStem11]-na[PronSuf]
luwukubambisana	lu-w-u-ku-bamb-is-an-a	lu[SC11]-w[CopPre]-u[NPrePre15]-ku[BPre15]-bamb[VRoot]-is[CausExt]-an[RecipExt]-a[VerbTerm]
phakathi	phakathi	phakathi[Adv]
kwesigceme	kwa-i-si-gceme	kwa[PossConc15]-i[NPrePre7]-si[BPre7]-gceme[NStem]
nomasipala	na-u-masipala	na[AdvPre]-u[NPrePre1a]-masipala[NStem]
.	.	.[Punc]
Lolu	lolu	lolu[Dem11][Pos1]
hlelo	hlelo	hlelo[NStem]
lungolwesigceme	lu-ng-olu-i-si-gceme	lu[BPre11]-ng[CopPre]-olu[RelConc11]-i[NPrePre7]-si[BPre7]-gceme[NStem]
,	,	,[Punc]
emelwe	e-mel-w-e	e[RelConc9]-mel[VRoot]-w[PassExt]-e[VerbTerm]
yikomidi	y-i-komidi	y[CopPre]-i[NPrePre5]-komidi[NStem]
lesigceme	la-i-si-gceme	la[PossConc5]-i[NPrePre7]-si[BPre7]-gceme[NStem]
.	.	.[Punc]
Umasipala	u-masipala	u[NPrePre1a]-masipala[NStem]
uhlomisa	u-hlom-is-a	u[SC1a]-hlom[VRoot]-is[CausExt]-a[VerbTerm]
amakhansela	a-ma-khansela	a[NPrePre6]-ma[BPre6]-khansela[NStem]
esigceme	esi-gceme	esi[RelConc7]-gceme[NStem]
namakomidi	na-a-ma-komidi	na[AdvPre]-a[NPrePre6]-ma[BPre6]-komidi[NStem]
ngamakhono	ng-a-ma-khono	ng[CopPre]-a[NPrePre6]-ma[BPre6]-khono[NStem]
okugqugquzela	oku-gqugquzel-a	oku[RelConc15]-gqugquzel[VRoot]-a[VerbTerm]
inqubo	i-n-qubo	i[NPrePre9]-n[BPre9]-qubo[NStem]
yokuhlela	ya-u-ku-hlel-a	ya[PossConc11]-u[NPrePre15]-ku[BPre15]-hlel[VRoot]-a[VerbTerm]
ezokwenza	e-zo-ku-enz-a	e[RelConc9]-zo[Fut]-ku[BPre15]-enz[VRoot]-a[VerbTerm]
lelo	lelo	lelo[Dem5][Pos2]
nalelo	na-lelo	na[AdvPre]-lelo[Dem5][Pos2]
komidi	komidi	komidi[NStem]
ligunyaze	li-gunyaz-e	li[SC5]-gunyaz[VRoot]-e[VerbTerm]
isikhathi	i-si-khathi	i[NPrePre7]-si[BPre7]-khathi[NStem]
salo	sa-lo	sa[PossConc7]-lo[PronStem5]
sophatha	sa-u-ku-phath-a	sa[PossConc7]-u[NPrePre15]-ku[BPre15]-phath[VRoot]-a[VerbTerm]
izikhundla	i-zi-khundla	i[NPrePre8]-zi[BPre8]-khundla[NStem]
.	.	.[Punc]
Ukubona	u-ku-bon-a	u[NPrePre15]-ku[BPre15]-bon[VRoot]-a[VerbTerm]
izidingo	i-zi-dingo	i[NPrePre8]-zi[BPre8]-dingo[NStem]
nokusemqoka	no-ku-s-e-m-qoka	no[AdvPre]-ku[BPre15]-s[PreLoc-s]-e[LocPre]-m[BPre3]-qoka[NStem]
emphakathini	e-mu-phakathi-ini	e[LocPre]-mu[BPre3]-phakathi[NStem]-ini[LocSuf]
nokubonisana	na-u-ku-bon-is-an-a	na[AdvPre]-u[NPrePre15]-ku[BPre15]-bon[VRoot]-is[CausExt]-an[RecipExt]-a[VerbTerm]
ngezixazululo	nga-zi-xazululo	nga[AdvPre]-zi[BPre8]-xazululo[NStem]
zakho	za-kho	za[PossConc10]-kho[PronStem2]
kusiza	ku-siz-a	ku[SC15]-siz[VRoot]-a[VerbTerm]
amakhansela	a-ma-khansela	a[NPrePre6]-ma[BPre6]-khansela[NStem]
namakomidi	na-a-ma-komidi	na[AdvPre]-a[NPrePre6]-ma[BPre6]-komidi[NStem]
ezigceme	ezi-gceme	ezi[RelConc8]-gceme[NStem]
ekwenzeni	e-u-ku-enz-a-ini	e[LocPre]-u[NPrePre15]-ku[BPre15]-enz[VRoot]-a[VerbTerm]-ini[LocSuf]
imisebenzi	i-mi-sebenzi	i[NPrePre4]-mi[BPre4]-sebenzi[NStem]
yabo	ya-bo	ya[PossConc9]-bo[PronStem2]
.	.	.[Punc]
Isahluko	i-si-ahluko	i[NPrePre7]-si[BPre7]-ahluko[NStem]
sesi-2	sa-i-si-2	sa[PossConc7]-i[NPrePre7]-si[BPre7]-2[Num]
sisuselwa	si-sus-el-w-a	si[SC7]-sus[VRoot]-el[ApplExt]-w[PassExt]-a[VerbTerm]
Ohlelweni	o-hlelo-ini	o[LocPre]-hlelo[NStem]-ini[LocPre]
Oluzinze	olu-zinz-e	olu[RelConc11]-zinz[VRoot]-e[VerbTerm]
Emphakathini	e-mu-phakathi-ini	e[LocPre]-mu[BPre3]-phakathi[NStem]-ini[LocSuf]
ne-IDP	na-i-IDP	na[AdvPre]-i[NPrePre9]-IDP[Abbr]
,	,	,[Punc]
Umhlahlandlela	u-m-hlahlandlela	u[NPrePre3]-m[BPre3]-hlahlandlela[NStem]
wesi-2	wa-i-si-2	wa[PossConc3]-i[NPrePre7]-si[BPre7]-2[Num]
:	:	:[Punc]
Umhlahlandlela	u-m-hlahlandlela	u[NPrePre3]-m[BPre3]-hlahlandlela[NStem]
Wabagqugquzeli	wa-a-ba-gqugquzeli	wa[PossConc3]-a[NPrePre2]-ba[BPre2]-gqugquzeli[NStem]
Bezinhlelo	ba-i-zin-hlelo	ba[PossConc2]-i[NPrePre10]-zin[BPre10]-hlelo[NStem]
Ezizinze	ezi-zinz-e	ezi[RelConc10]-zinz[VRoot]-e[VerbTerm]
Emphakathini	e-mu-phakathi-ini	e[LocPre]-mu[BPre3]-phakathi[NStem]-ini[LocSuf]
noMhlahlandlela	na-u-m-hlahlandlela	na[AdvPre]-u[NPrePre3]-m[BPre3]-hlahlandlela[NStem]
Wabathathi	wa-a-ba-thath-i	wa[PossConc3]-a[NPrePre2]-ba[BPre3]-thath[VRoot]-i[VerbTerm]
Bezinqumo	ba-i-zin-qumo	ba[PossConc2]-i[NPrePre10]-zin[BPre10]-qumo[NStem]
ohlanganiswe	o-hlangan-is-w-e	o[RelConc3]-hlangan[VRoot]-is[CausExt]-w[PassExt]-e[VerbTerm]
abe-AICDD	abe-AICDD	abe[RelConc2]-AICDD[Abbr]
neMisebenzi	na-i-mi-sebenzi	na[AdvPre]-i[NPrePre4]-mi[BPre4]-sebenzi[NStem]
Yezentuthuko	ye-ze-n-tuthuko	ye[PossConc9]-ze[PossConc9]-n[BPre9]-tuthuko[NStem]
.	.	.[Punc]
UMTHETHO	u-m-thetho	u[NPrePre3]-m[BPre3]-thetho[NStem]
WEZINHLAKA	wa-i-zin-hlaka	wa[PossConc3]-i[NPrePre10]-zin[BPre10]-hlaka[NStem]
ZIKAMASIPALA	zi-ka-masipala	zi[PossConc10]-ka[PossKA]-masipala[NStem]
,	,	,[Punc]
ka-1998	ka-1998	ka[PossKA]-1998[Num]
uphoqa	u-phoq-a	u[SC3]-phoq[VRoot]-a[VerbTerm]
omasipala	o-masipala	o[NPrePre2a]-masipala[NStem]
ukuba	ukuba	ukuba[Conj]
babuyekeze	ba-buyekez-e	ba[SC2]-buyekez[VRoot]-e[VerbTerm]
ukusebenza	u-ku-sebenz-a	u[NPrePre15]-ku[BPre15]-sebenz[VRoot]-a[VerbTerm]
kukamasipala	ku-ka-masipala	ku[PossConc15]-ka[PossKA]-masipala[NStem]
minyaka	mi-nyaka	mi[BPre4]-nyaka[NStem]
yonke	yo-nke	yo[QuantConc4]-nke[QuantStem]
.	.	.[Punc]
Isahluko	i-si-ahluko	i[NPrePre7]-si[BPre7]-ahluko[NStem]
6	6	6[Num]
soMthetho	sa-m-thetho	sa[PossConc7]-m[BPre3]-thetho[NStem]
Wezinhlelo	wa-i-zin-hlelo	wa[PossConc3]-i[NPrePre10]-zin[BPre10]-hlelo[NStem]
Zikamasipala	zi-ka-masipala	zi[PossConc10]-ka[PossKA]-masipala[NStem]
,	,	,[Punc]
ka-2000	ka-2000	ka[PossKA]-2000[Num]
sinikeza	si-nikez-a	si[SC7]-nikez[VRoot]-a[VerbTerm]
uhlaka	u-hlaka	u[NPrePre11]-hlaka[NStem]
lokuhlola	la-u-ku-hlol-a	la[PossConc5]-u[NPrePre15]-ku[BPre15]-hlol[VRoot]-a[VerbTerm]
ukusebenza	u-ku-sebenz-a	u[NPrePre15]-ku[BPre15]-sebenz[VRoot]-a[VerbTerm]
komasipala	ko-masipala	ko[PossConc15]-masipala[NStem]
.	.	.[Punc]
Ukuhlola	u-ku-hlol-a	u[NPrePre15]-ku[BPre15]-hlol[VRoot]-a[VerbTerm]
ukusebenza	u-ku-sebenz-a	u[NPrePre15]-ku[BPre15]-sebenz[VRoot]-a[VerbTerm]
kufanele	ku-fanel-e	ku[SC15]-fanel[VRoot]-e[VerbTerm]
kube	ku-be	ku[SC15]-be[AuxVStem]
yingxenye	y-i-n-gxenye	y[CopPre]-i[NPrePre9]-n[BPre9]-gxenye[NStem]
yoHlelo	ya-u-hlelo	ya[PossConc9]-u[NPrePre11]-hlelo[NStem]
Lwentuthuko	lwa-i-ntuthuko	lwa[PossConc11]-i[NPrePre9]-ntuthuko[NStem]
Oludidiyele	olu-didiyel-e	olu[RelConc11]-didiyel[VRoot]-e[VerbTerm]
.	.	.[Punc]
Izithangami	i-zi-thangami	i[NPrePre8]-zi[BPre8]-thangami[NStem]
zesabelomali	ze-i-sabelomali	ze[PossConc7]-i[NPrePre7]-sabelomali[NStem]
ziqinisekisa	zi-qinis-ek-is-a	zi[SC8]-qinis[VRoot]-ek[NeutExt]-is[CausExt]-a[VerbTerm]
ukuthi	ukuthi	ukuthi[Conj]
izidingo	i-zi-dingo	i[NPrePre8]-zi[BPre8]-dingo[NStem]
ze-MFMA	ze-MFMA	ze[PossConc10]-MFMA[Abbr]
,	,	,[Punc]
ka-2003	ka-2003	ka[ExclNeg]-2003[Num]
ezimayelana	ezi-mayela-ana	ezi[RelConc10]-mayela[NStem]-ana[DimSuf]
nokubanjwa	no-ku-banjw-a	no[AdvPre]-ku[BPre15]-banjw[VRoot]-a[VerbTerm]
kweqhaza	kwe-qhaza	kwe[PossConc15]-qhaza[NStem]
ngumphakathi	ng-u-m-phakathi	ng[CopPre]-u[NPrePre3]-m[BPre3]-phakathi[NStem]
kunqubo	ku-n-qubo	ku[LocPre]-n[BPre9]-qubo[NStem]
yesabelomali	ye-sabelomali	ye[PossConc4]-sabelomali[NStem]
kuyahlangatshezwana	ku-ya-hlangabez-w-an-a	ku[SC15]-ya[Pres]-hlangabez[VRoot]-w[PassExt]-an[RecipExt]-a[VerbTerm]
nazo	na-zo	na[AdvPre]-zo[PronStem8]
.	.	.[Punc]
Izithangami	i-zi-thangami	i[NPrePre8]-zi[BPre8]-thangami[NStem]
zesabelomali	za-i-sabelomali	za[PossConc8]-i[NPrePre7]-sabelomali[NStem]
zikamasipala	zi-ka-masipala	zi[PossConc10]-ka[PossKA]-masipala[NStem]
zenza	zi-enz-a	zi[SC8]-enz[VRoot]-a[VerbTerm]
ukuba	ukuba	ukuba[Conj]
Amakomidi	a-ma-komidi	a[NPrePre6]-ma[BPre6]-komidi[NStem]
Ezigceme	ezi-gceme	ezi[RelConc8]-gceme[NStem]
akwazi	a-ku-az-i	a[SC6]-ku[BPre15]-az[VRoot]-i[VerbTerm]
ukubamba	u-ku-bamb-a	u[NPrePre15]-ku[BPre15]-bamb[VRoot]-a[VerbTerm]
iqhaza	i-li-qhaza	i[NPrePre5]-li[BPre5]-qhaza[NStem]
ekuthuthukeni	e-ku-thuthuk-e-ini	e[LocPre]-ku[BPre15]-thuthuk[VRoot]-e[VerbTerm]-ini[LocSuf]
kwesabelomali	kwe-isabelomali	kwe[PossConc15]-isabelomali[NStem]
sikamasipala	si-ka-masipala	si[PossConc7]-ka[PossKA]-masipala[NStem]
.	.	.[Punc]
Kuyini	ku-yini	ku[BPre15]-yini[Interrog]
