word	seg	parse
unikezelo	u-nikezelo	u[NPrePre11]-nikezelo[NStem]
lwezibonelelo	lwa-i-zi-bonelelo	lwa[PossConc11]-i[NPrePre8]-zi[BPre8]-bonelelo[NStem]
ezifanelekileyo	ezi-fanel-ek-il-e-yo	ezi[RelConc10]-fanel[VRoot]-ek[NeutExt]-il[Perf]-e[VerbTerm]-yo[RelSuf]
zomsebenzi	za-u-m-sebenzi	za[PossConc10]-u[NPrePre3]-m[BPre3]-sebenzi[NStem]
kamasipala	ka-u-masipala	ka[PossKA]-u[NPrePre1a]-masipala[NStem]
neenkonzo	na-i-(z)in-konzo	na[AdvPre]-i[NPrePre10]-(z)in[BPre10]-konzo[NStem]
ezigcinekileyo	ezi-gcin-ek-il-e-yo	ezi[RelConc10]-gcin[VRoot]-ek[NeutExt]-il[Perf]-e[VerbTerm]-yo[RelSuf]
zikamasipala	zi-ka-masipala	zi[PossConc10]-ka[PossKA]-masipala[NStem]
ngaphakathi	nga-phakathi	nga[AdvPre]-phakathi[Adv]
kwicandelo	ku-i-(li)-candelo	ku[LocPre]-i[NPrePre5]-(li)[BPre5]-candelo[NStem]
.	.	.[Punc]
Ubuchule	u-bu-chule	u[NPrePre14]-bu[BPre14]-chule[NStem]
obubanzi	obu-banzi	obu[RelConc14]-banzi[RelStem]
buyafuneka	bu-ya-funek-a	bu[SC14]-ya[Pres]-funek[VRoot]-a[VerbTerm]
ekuqwalaseleni	e-u-ku-qwalasel-a-ini	e[LocPre]-u[NPrePre15]-ku[BPre15]-qwalasel[VRoot]-a[VerbTerm]-ini[LocSuf]
uthungelwano	u-thungelwano	u[NPrePre11]-thungelwano[NStem]
phakathi	phakathi	phakathi[Adv]
kwamacandelo	kwa-a-ma-candelo	kwa[PossConc15]-a[NPrePre6]-ma[BPre6]-candelo[NStem]
nokuqinisekisa	na-u-ku-qinisek-is-a	na[AdvPre]-u[NPrePre15]-ku[BPre15]-qinisek[VRoot]-is[CausExt]-a[VerbTerm]
ukuba	ukuba	ukuba[Conj]
adityanisiwe	a-diban-is-iw-e	a[SC6]-diban[VRoot]-is[CausExt]-iw[PassExt]-e[VerbTerm]
kwinkqubo	ku-i-n-kqubo	ku[LocPre]-i[NPrePre9]-n[BPre9]-kqubo[NStem]
yesicwangciso	ya-i-si-cwangciso	ya[PossConc9]-i[NPrePre7]-si[BPre7]-cwangciso[NStem]
sisonke	si-so-nke	si[SC7]-so[QuantConc7]-nke[QuantStem]
sikamasipala	si-ka-masipala	si[PossConc7]-ka[PossKA]-masipala[NStem]
.	.	.[Punc]
Uhlaziyo	u-hlaziyo	u[NPrePre11]-hlaziyo[NStem]
lonyaka	lwa-u-(m)-nyaka	lwa[PossConc11]-u[NPrePre3]-(m)[BPre3]-nyaka[NStem]
lomsebenzi	la-u-m-sebenzi	la[PossConc5]-u[NPrePre3]-m[BPre3]-sebenzi[NStem]
:	:	:[Punc]
Ibhunga	i-(li)-bhunga	i[NPrePre5]-(li)[BPre5]-bhunga[NStem]
malisoloko	ma-li-soloko	ma[ImpPre]-li[SC5]-soloko[AuxVStem]
linika	li-nik-a	li[SC5]-nik[VRoot]-a[VerbTerm]
ingxelo	i-n-gxelo	i[NPrePre9]-n[BPre9]-gxelo[NStem]
kwiiKomiti	ku-i-(z)i-komiti	ku[LocPre]-i[NPrePre10]-(z)i[BPre10]-komiti[NStem]
zeWadi	za-i-wadi	za[PossConc10]-i[NPrePre9]-wadi[NStem]
nezabahlali	na-e-za-a-ba-hlali	na[AdvPre]-e[RelConc10]-za[PossConc10]-a[NPrePre2]-ba[BPre2]-hlali[NStem]
ngohlahlo	nga-u-lu-hlahlo	nga[AdvPre]-u[NPrePre11]-lu[BPre11]-hlahlo[NStem]
lwabiwo-mali	lu-abiwo-mali	lu[BPre11]-abiwo[NStem]-mali[NStem]
lwabo	lwa-bo	lwa[PossConc11]-bo[PronStem2]
nangohlaziyo	na-nga-u-(lu)-hlaziyo	na[AdvPre]-nga[AdvPre]-u[NPrePre11]-(lu)[BPre11]-hlaziyo[NStem]
lomsebenzi	lwa-u-m-sebenzi	lwa[PossConc11]-u[NPrePre3]-m[BPre3]-sebenzi[NStem]
wabo	wa-bo	wa[PossConc3]-bo[PronStem2]
njengenxalenye	njenga-i-n-xalenye	njenga[AdvPre]-i[NPrePre9]-n[BPre9]-xalenye[NStem]
yeentlanganiso	ya-i-(z)in-tlanganiso	ya[PossConc9]-i[NPrePre10]-(z)in[BPre10]-tlanganiso[NStem]
zabahlali	za-a-ba-hlali	za[PossConc10]-a[NPrePre2]-ba[BPre2]-hlali[NStem]
.	.	.[Punc]
Ukuba	ukuba	ukuba[Conj]
ikomiti	i-komiti	i[NPrePre9]-komiti[NStem]
yakho	ya-kho	ya[PossConc9]-kho[PossPron]
ayifumani	a-yi-fuman-i	a[NegPre]-yi[OC9]-fuman[VRoot]-i[VerbTerm]
rhoqo	rhoqo	rhoqo[Ideoph]
ingxelo	i-n-gxelo	i[NPrePre9]-n[BPre9]-gxelo[NStem]
yokusebenza	ya-u-ku-sebenz-a	ya[PossConc9]-u[NPrePre15]-ku[BPre15]-sebenz[VRoot]-a[VerbTerm]
evela	e-vel-a	e[RelConc9]-vel[VRoot]-a[VerbTerm]
kwibhunga	ku-i-(li)-bhunga	ku[LocPre]-i[NPrePre5]-(li)[BPre5]-bhunga[NStem]
,	,	,[Punc]
azisa	a-az-is-a	a[SC6]-az[VRoot]-is[CausExt]-a[VerbTerm]
usodolophu	u-sodolophu	u[NPrePre1a]-sodolophu[NStem]
ukuba	ukuba	ukuba[Conj]
iiKomiti	i-(z)i-komiti	i[NPrePre10]-(z)i[BPre10]-komiti[NStem]
zeWadi	za-i-wadi	za[PossConc10]-i[NPrePre9]-wadi[NStem]
zilindele	zi-lindel-e	zi[SC10]-lindel[VRoot]-e[VerbTerm]
ukusebenza	u-ku-sebenz-a	u[NPrePre15]-ku[BPre15]-sebenz[VRoot]-a[VerbTerm]
okungcono	oku-ngcono	oku[RelConc15]-ngcono[RelStem]
okuvela	oku-vel-a	oku[RelConc15]-vel[VRoot]-a[VerbTerm]
kurhulumente	ku-u-rhulumente	ku[LocPre]-u[NPrePre1a]-rhulumente[NStem]
wengingqi	wa-i-n-gingqi	wa[PossConc1a]-i[NPrePre9]-n[BPre9]-gingqi[NStem]
wedemokrasi	wa-i-demokrasi	wa[PossConc1a]-i[NPrePre9]-demokrasi[NStem]
.	.	.[Punc]
IBhodi	i-bhodi	i[NPrePre9]-bhodi[NStem]
yoLawulo	ya-u-(lu)-lawulo	ya[PossConc9]-u[NPrePre11]-(lu)[BPre11]-lawulo[NStem]
lweMida	lwa-i-mi-da	lwa[PossConc11]-i[NPrePre4]-mi[BPre4]-da[NStem]
kaMasipala	ka-u-masipala	ka[PossKA]-u[NPrePre1a]-masipala[NStem]
sisiphatha-mandla	s-i-si-phatha-mandla	s[CopPre]-i[NPrePre7]-si[BPre7]-phatha[NStem]-mandla[NStem]
esizimeleyo	esi-zi-m-el-e-yo	esi[RelConc7]-zi[ReflPre]-m[VRoot]-el[ApplExt]-e[VerbTerm]-yo[RelSuf]
esiseka	esi-sek-a	esi[RelConc7]-sek[VRoot]-a[VerbTerm]
imida	i-mi-da	i[NPrePre4]-mi[BPre4]-da[NStem]
kamasipala	ka-u-masipala	ka[PossKA]-u[NPrePre1a]-masipala[NStem]
.	.	.[Punc]
Idolophu	i-dolophu	i[NPrePre9]-dolophu[NStem]
ineshishini	i-na-i-shishini	i[BPre9]-na[CopPre]-i[NPrePre5]-shishini[NStem]
elincinci	eli-ncinci	eli[AdjPref5]-ncinci[AdjStem]
kakhulu	ka-khulu	ka[AdvPre]-khulu[AdjStem]
ukuze	ukuze	ukuze[Conj]
abahlali	a-ba-hlali	a[NPrePre2]-ba[BPre2]-hlali[NStem]
abaninzi	aba-ninzi	aba[AdjPref2]-ninzi[AdjStem]
benze	ba-enz-e	ba[SC2]-enz[VRoot]-e[VerbTerm]
umsebenzi	u-m-sebenzi	u[NPrePre3]-m[BPre3]-sebenzi[NStem]
wokulima	wa-u-ku-lim-a	wa[PossConc3]-u[NPrePre15]-ku[BPre15]-lim[VRoot]-a[VerbTerm]
khona	khona	khona[Adv]
kufutshane	ku-futshane	ku[LocPre]-futshane[AdjStem]
edolophini	e-i-dolophu-ini	e[LocPre]-i[NPrePre9]-dolophu[NStem]-ini[LocSuf]
.	.	.[Punc]
Inqanaba	i-(li)-nqanaba	i[NPrePre5]-(li)[BPre5]-nqanaba[NStem]
lentswela-ngqesho	la-i-n-tswela-n-gqesho	la[PossConc5]-i[NPrePre9]-n[BPre9]-tswela[NStem]-n[BPre9]-gqesho[NStem]
liphezulu	li-phezulu	li[CopPre]-phezulu[Adv]
kule	ku-le	ku[LocPre]-le[Dem9][Pos1]
dolophu	dolophu	dolophu[NStem]
.	.	.[Punc]
Kukho	ku-kho	ku[CopPre]-kho[Adv]
iifama	i-(z)i-fama	i[NPrePre10]-(z)i[BPre10]-fama[NStem]
ezintathu	ezin-thathu	ezin[AdjPref10]-thathu[AdjStem]
ezinobunini	ezi-na-u-bu-nini	ezi[RelConc10]-na[CopPre]-u[NPrePre14]-bu[BPre14]-nini[NStem]
obudityanelweyo	obu-diban-el-w-e-yo	obu[RelConc14]-diban[VRoot]-el[ApplExt]-w[PassExt]-e[VerbTerm]-yo[RelSuf]
kanti	kanti	kanti[Conj]
abasebenzi	a-ba-sebenzi	a[NPrePre2]-ba[BPre2]-sebenzi[NStem]
basefama	ba-s-e-fama	ba[PossConc2]-s[PreLoc-s]-e[LocPre]-fama[NStem]
bafumana	ba-fuman-a	ba[SC2]-fuman[VRoot]-a[VerbTerm]
isabelo	i-si-abelo	i[NPrePre7]-si[BPre7]-abelo[NStem]
seenzuzo	sa-i-(z)in-zuzo	sa[PossConc7]-i[NPrePre10]-(z)in[BPre10]-zuzo[NStem]
.	.	.[Punc]
Ingaba	i-ngaba	i[CopPre]-ngaba[Interrog]
imisebenzi	i-mi-sebenzi	i[NPrePre4]-mi[BPre4]-sebenzi[NStem]
yenkqubo	ya-i-n-kqubo	ya[PossConc4]-i[NPrePre9]-n[BPre9]-kqubo[NStem]
ibe	i-be	i[CopPre]-be[Cop]
negalelo	na-i-(li)-galelo	na[AdvPre]-i[NPrePre5]-(li)[BPre5]-galelo[NStem]
kukuphuculwa	ku-ku-phucul-w-a	ku[LocPre]-ku[BPre15]-phucul[VRoot]-w[PassExt]-a[VerbTerm]
kukufikelela	ku-ku-fikelel-a	ku[LocPre]-ku[BPre15]-fikelel[VRoot]-a[VerbTerm]
kwamakhosikazi	kwa-a-ma-khosikazi	kwa[PossConc15]-a[NPrePre6]-ma[BPre6]-khosikazi[NStem]
kwizibonelelo	ku-i-zi-bonelelo	ku[LocPre]-i[NPrePre8]-zi[BPre8]-bonelelo[NStem]
(	(	([Punc]
imfundo	i-m-fundo	i[NPrePre9]-m[BPre9]-fundo[NStem]
,	,	,[Punc]
uqeqesho	u-qeqesho	u[NPrePre11]-qeqesho[NStem]
,	,	,[Punc]
ukuvula	u-ku-vul-a	u[NPrePre15]-ku[BPre15]-vul[VRoot]-a[VerbTerm]
amatyala	a-ma-tyala	a[NPrePre6]-ma[BPre6]-tyala[NStem]
,	,	,[Punc]
njl	njl	njl[Abbr]
.	.	.[Punc]
)	)	)[Punc]
?	?	?[Punc]
Okwamadoda	oku-wa-ma-doda	oku[RelConc15]-wa[PossConc6]-ma[BPre6]-doda[NStem]
kona	ko-na	ko[PronStem15]-na[PronSuf]
?	?	?[Punc]
Isazobe	i-sa-zobe	i[NPrePre7]-sa[BPre7]-zobe[NStem]
esilandelayo	esi-landel-a-yo	esi[RelConc7]-landel[VRoot]-a[VerbTerm]-yo[RelSuf]
sibonisa	si-bon-is-a	si[SC7]-bon[VRoot]-is[CausExt]-a[VerbTerm]
indlela	i-n-dlela	i[NPrePre9]-n[BPre9]-dlela[NStem]
ibakala	i-bakala	i[NPrePre5]-bakala[NStem]
ngalinye	nga-li-nye	nga[AdvPre]-li[EnumConc5]-nye[EnumStem]
lolawulo	la-u-(lu)-lawulo	la[PossConc5]-u[NPrePre11]-(lu)[BPre11]-lawulo[NStem]
lweprojekthi	lwa-i-projekthi	lwa[PossConc11]-i[NPrePre9]-projekthi[NStem]
lubanga	lu-bang-a	lu[SC11]-bang[VRoot]-a[VerbTerm]
ngayo	nga-yo	nga[AdvPre]-yo[PronStem9]
ukuhlola	u-ku-hlol-a	u[NPrePre15]-ku[BPre15]-hlol[VRoot]-a[VerbTerm]
okubuyelelwayo	oku-buyel-el-w-a-yo	oku[RelConc15]-buyel[VRoot]-el[ApplExt]-w[PassExt]-a[VerbTerm]-yo[RelSuf]
kwamanyathelo	kwa-a-ma-nyathelo	kwa[PossConc15]-a[NPrePre6]-ma[BPre6]-nyathelo[NStem]
nokuthi	na-u-ku-th-i	na[AdvPre]-u[NPrePre15]-ku[BPre15]-th[VRoot]-i[VerbTerm]
umjikelo	u-m-jikelo	u[NPrePre3]-m[BPre3]-jikelo[NStem]
uyajikela	u-ya-jikel-a	u[SC3]-ya[Pres]-jikel[VRoot]-a[VerbTerm]
awulolandelelwano	a-wu-(li)-lo-u-landelelwano	a[NegPre]-wu[OC3]-(li)[CopPre]-lo[PronStem11]-u[NPrePre11]-landelelwano[NStem]
lweziganeko	lwa-i-zi-ganeko	lwa[PossConc11]-i[NPrePre8]-zi[BPre8]-ganeko[NStem]
.	.	.[Punc]
Ukumela	u-ku-mel-a	u[NPrePre15]-ku[BPre15]-mel[VRoot]-a[VerbTerm]
uluntu	u-lu-ntu	u[NPrePre11]-lu[BPre11]-ntu[NStem]
kumaqonga	ku-a-ma-qonga	ku[LocPre]-a[NPrePre6]-ma[BPre6]-qonga[NStem]
othethwano	a-u-(lu)-thethwano	a[PossConc6]-u[NPrePre11]-(lu)[BPre11]-thethwano[NStem]
-	-	-[Punc]
iKomiti	i-komiti	i[NPrePre9]-komiti[NStem]
yeWadi	ya-i-wadi	ya[PossConc9]-i[NPrePre9]-wadi[NStem]
kufuneka	ku-funek-a	ku[SC15]-funek[VRoot]-a[VerbTerm]
yazi	i-az-i	i[SC9]-az[VRoot]-i[VerbTerm]
yonke	yo-nke	yo[QuantConc9]-nke[QuantStem]
into	i-n-to	i[NPrePre9]-n[BPre9]-to[NStem]
malunga	malunga	malunga[Adv]
nemiba	na-i-mi-ba	na[AdvPre]-i[NPrePre4]-mi[BPre4]-ba[NStem]
yoluntu	ya-u-lu-ntu	ya[PossConc9]-u[NPrePre11]-lu[BPre11]-ntu[NStem]
kummandla	ku-u-m-mandla	ku[LocPre]-u[NPrePre3]-m[BPre3]-mandla[NStem]
kwaye	kwaye	kwaye[Conj]
iyivelise	i-yi-velis-e	i[SC4]-yi[OC4]-velis[VRoot]-e[VerbTerm]
imiba	i-mi-ba	i[NPrePre4]-mi[BPre4]-ba[NStem]
enjalo	e-njalo	e[RelConc9]-njalo[Adv]
kumaqonga	ku-a-ma-qonga	ku[LocPre]-a[NPrePre6]-ma[BPre6]-qonga[NStem]
othethwano	a-u-(lu)-thethwano	a[PossConc6]-u[NPrePre11]-(lu)[BPre11]-thethwano[NStem]
.	.	.[Punc]
Uqoqosho	u-qoqosho	u[NPrePre11]-qoqosho[NStem]
lwamazwe	lwa-a-ma-zwe	lwa[PossConc11]-a[NPrePre6]-ma[BPre6]-zwe[NStem]
amaninzi	ama-ninzi	ama[AdjPref6]-ninzi[AdjStem]
ase-Afrika	a-s-e-Afrika	a[PossConc6]-s[PreLoc-s]-e[LocPre]-Afrika[ProperName]
lukhule	lu-khul-e	lu[SC11]-khul[VRoot]-e[VerbTerm]
ngokukhawulezileyo	nga-oku-khawulez-il-e-yo	nga[AdvPre]-oku[RelConc15]-khawulez[VRoot]-il[Perf]-e[VerbTerm]-yo[RelSuf]
kwiminyaka	ku-i-mi-nyaka	ku[LocPre]-i[NPrePre4]-mi[BPre4]-nyaka[NStem]
elishumi	eli-shumi	eli[RelConc4]-shumi[NStem]
edlulileyo	e-dlul-il-e-yo	e[RelConc4]-dlul[VRoot]-il[Perf]-e[VerbTerm]-yo[RelSuf]
,	,	,[Punc]
lunciphisa	lu-nciph-is-a	lu[SC11]-nciph[VRoot]-is[CausExt]-a[VerbTerm]
ngokubonakalayo	nga-oku-bon-akal-a-yo	nga[AdvPre]-oku[RelConc15]-bon[VRoot]-akal[NeutExt]-a[VerbTerm]-yo[RelSuf]
ubuhlwempu	u-bu-hlwempu	u[NPrePre14]-bu[BPre14]-hlwempu[NStem]
obugqithisileyo	obu-gqithis-il-e-yo	obu[RelConc14]-gqithis[VRoot]-il[Perf]-e[VerbTerm]-yo[RelSuf]
okokuqala	oko-ku-qal-a	oko[AdvPre]-ku[SC15]-qal[VRoot]-a[VerbTerm]
kwisiqingatha	ku-i-si-qingatha	ku[LocPre]-i[NPrePre7]-si[BPre7]-qingatha[NStem]
sekhulu	sa-i-(li)-khulu	sa[PossConc7]-i[NPrePre5]-(li)[BPre5]-khulu[NStem]
leminyaka	la-i-mi-nyaka	la[PossConc5]-i[NPrePre4]-mi[BPre4]-nyaka[NStem]
,	,	,[Punc]
kwaye	kwaye	kwaye[Conj]
ilizwekazi	i-li-zwe-kazi	i[NPrePre5]-li[BPre5]-zwe[NStem]-kazi[AugSuf]
liqingqe	li-qingq-e	li[SC5]-qingq[VRoot]-e[VerbTerm]
ilizwe	i-li-zwe	i[NPrePre5]-li[BPre5]-zwe[NStem]
elikhulukazi	eli-khulu-kazi	eli[AdjPref5]-khulu[AdjStem]-kazi[AugSuf]
kumaziko	ku-a-ma-ziko	ku[LocPre]-a[NPrePre6]-ma[BPre6]-ziko[NStem]
orhwebo	a-u-(lu)-rhwebo	a[PossConc6]-u[NPrePre11]-(lu)[BPre11]-rhwebo[NStem]
lamazwe	la-ma-zwe	la[PossConc5]-ma[BPre6]-zwe[NStem]
ngamazwe	ng-a-ma-zwe	ng[AdvPre]-a[NPrePre6]-ma[BPre6]-zwe[NStem]
.	.	.[Punc]
Amaqela	a-ma-qela	a[NPrePre6]-ma[BPre6]-qela[NStem]
afunda	a-fund-a	a[SC6]-fund[VRoot]-a[VerbTerm]
imibuzo	i-mi-buzo	i[NPrePre4]-mi[BPre4]-buzo[NStem]
,	,	,[Punc]
ephawula	e-phawul-a	e[RelConc6]-phawul[VRoot]-a[VerbTerm]
imiba	i-mi-ba	i[NPrePre4]-mi[BPre4]-ba[NStem]
ephambili	e-phambili	e[RelConc9]-phambili[Adv]
eveliswe	e-velis-w-e	e[SC6]-velis[VRoot]-w[PassExt]-e[VerbTerm]
kwiingxoxo	ku-i-(z)in-gxoxo	ku[LocPre]-i[NPre10]-(z)in[BPre10]-gxoxo[NStem]
zabo	za-bo	za[PossConc10]-bo[PronStem2]
kwiphetshana	ku-i-(li)-phepha-ana	ku[LocPre]-i[NPrePre5]-(li)[BPre5]-phepha[NStem]-ana[DimSuf]
lokushicilela	la-u-ku-shicilel-a	la[PossConc5]-u[NPrePre15]-ku[BPre15]-shicilel[VRoot]-a[VerbTerm]
iphephandaba	i-(li)-phephandaba	i[NPrePre5]-(li)[BPre5]-phephandaba[NStem]
.	.	.[Punc]
Ukufumana	u-ku-fuman-a	u[NPrePre15]-ku[BPre15]-fuman[VRoot]-a[VerbTerm]
ubuncinane	u-bu-ncinane	u[NPrePre14]-bu[BPre14]-ncinane[AdjStem]
ama-20	a-ma-20	a[NPrePre6]-ma[BPre6]-20[Num]
000	000	000[Num]
MW	MW	MW[Abbr]
wombane	wa-u-m-bane	wa[PossConc1]-u[NPrePre3]-m[BPre3]-bane[NStem]
owenziwe	o-u-enz-iw-e	o[RelConc3]-u[SC3]-enz[VRoot]-iw[PassExt]-e[VerbTerm]
mtsha	m-tsha	m[AdjPref3]-tsha[AdjStem]
ngowama-2030	nga-o-wa-a-ma-2030	nga[AdvPre]-o[RelConc3]-wa[PossConc3]-a[NPrePre6]-ma[BPre6]-2030[Num]
,	,	,[Punc]
kusamkelwa	ku-sa-amkel-w-a	ku[SC15]-sa[Pro]-amkel[VRoot]-w[PassExt]-a[VerbTerm]
umbane	u-m-bane	u[NPrePre3]-m[BPre3]-bane[NStem]
ovela	o-vel-a	o[RelConc3]-vel[VRoot]-a[VerbTerm]
kummandla	ku-u-m-mandla	ku[LocPre]-u[NPrePre3]-m[BPre3]-mandla[NStem]
,	,	,[Punc]
kungagunyaziswa	ku-nga-gunyaz-is-w-a	ku[SC15]-nga[Pot]-gunyaz[VRoot]-is[CausExt]-w[PassExt]-a[VerbTerm]
i-11	i-11	i[NPrePre9]-11[Num]
000	000	000[Num]
MW	MW	MW[Abbr]
kwizikhululo	ku-i-zi-khululo	ku[LocPre]-i[NPrePre8]-zi[BPre8]-khululo[NStem]
zombane	za-u-m-bane	za[PossConc8]-u[NPrePre3]-m[BPre3]-bane[NStem]
wamalahle	wa-a-ma-lahle	wa[PossConc3]-a[NPrePre6]-ma[BPre6]-lahle[NStem]
ezidala	ezi-dal-a	ezi[RelConc8]-dal[VRoot]-a[VerbTerm]
nokunyusa	na-u-ku-nyus-a	na[AdvPre]-u[NPrePre15]-ku[BPre15]-nyus[VRoot]-a[VerbTerm]
ukusebenza	u-ku-sebenz-a	u[NPrePre15]-ku[BPre15]-sebenz[VRoot]-a[VerbTerm]
kotyalo-mali	kwa-u-lu-tyalo-mali	kwa[PossConc15]-u[NPrePre11]-lu[BPre11]-tyalo[NStem]-mali[NStem]
kumbane	ku-u-m-bane	ku[LocPre]-u[NPrePre3]-m[BPre3]-bane[NStem]
.	.	.[Punc]
Yiba	yi-ba	yi[CopPre]-ba[Cop]
buthathaka	buthathaka	buthathaka[RelStem]
emntwini	e-u-m-ntu-ini	e[LocPre]-u[NPrePre1]-m[BPre1]-ntu[NStem]-ini[LocSuf]
okanye	okanye	okanye[Conj]
iqela	i-(li)-qela	i[NPrePre5]-(li)[BPre5]-qela[NStem]
othetha	o-theth-a	o[RelConc1]-theth[VRoot]-a[VerbTerm]
nalo	na-lo	na[AdvPre]-lo[PronStem5]
nesihloko	na-i-si-hloko	na[AdvPre]-i[NPrePre7]-si[BPre7]-hloko[NStem]
othetha	o-theth-a	o[RelConc1]-theth[VRoot]-a[VerbTerm]
ngaso	nga-so	nga[AdvPre]-so[PronStem7]
.	.	.[Punc]
Umzekelo	u-m-zekelo	u[NPrePre3]-m[BPre3]-zekelo[NStem]
,	,	,[Punc]
abanye	aba-nye	aba[AdjPref2]-nye[AdjStem]
abantu	a-ba-ntu	a[NPrePre2]-ba[BPre2]-ntu[NStem]
abaziva	aba-zi-v-a	aba[RelConc2]-zi[ReflPre]-v[VRoot]-a[VerbTerm]
bekhululekile	be-khululek-ile	be[SC2]-khululek[VRoot]-ile[Perf]
xa	xa	xa[Conj]
kuthethwa	ku-theth-w-a	ku[SC15]-theth[VRoot]-w[PassExt]-a[VerbTerm]
nge-HIV	nga-i-HIV	nga[AdvPre]-i[NPrePre9]-HIV[Abbr]
ne-Aids	na-i-AIDS	na[AdvPre]-i[NPrePre9]-AIDS[Abbr]
,	,	,[Punc]
intetho	i-n-tetho	i[NPrePre9]-n[BPre9]-tetho[NStem]
enjalo	e-njalo	e[RelConc9]-njalo[Adv]
kufuneka	ku-funek-a	ku[SC15]-funek[VRoot]-a[VerbTerm]
ube	u-be	u[SC1]-be[Cop]
buthathaka	buthathaka	buthathaka[RelStem]
kuyo	ku-yo	ku[LocPre]-yo[PronStem9]
.	.	.[Punc]
Izalathisi	i-zi-alathisi	i[NPrePre8]-zi[BPre8]-alathisi[NStem]
zobungakanani	za-u-bu-ngakanani	za[PossConc8]-u[NPrePre14]-bu[BPre14]-ngakanani[Adv]
zibhekiselela	zi-bhekis-el-el-a	zi[SC8]-bhekis[VRoot]-el[ApplExt]-el[ApplExt]-a[VerbTerm]
kumanani	ku-a-ma-nani	ku[LocPre]-a[NPrePre6]-ma[BPre6]-nani[NStem]
neepesenti	na-i-(z)i-pesenti	na[AdvPre]-i[NPrePre10]-(z)i[BPre10]-pesenti[NStem]
zamakhosikazi	za-a-ma-khosikazi	za[PossConc10]-a[NPrePre6]-ma[BPre6]-khosikazi[NStem]
namadoda	na-a-ma-doda	na[AdvPre]-a[NPrePre6]-ma[BPre6]-doda[NStem]
okanye	okanye	okanye[Conj]
imibutho	i-mi-butho	i[NPrePre4]-mi[BPre4]-butho[NStem]
ebandakanyekayo	e-bandakany-ek-a-yo	e[RelConc4]-bandakany[VRoot]-ek[NeutExt]-a[VerbTerm]-yo[RelSuf]
okanye	okanye	okanye[Conj]
echatshazelwa	e-chaphazel-w-a	e[RelConc4]-chaphazel[VRoot]-w[PassExt]-a[VerbTerm]
lilo	li-lo	li[CopPre]-lo[PronStem5]
naliphi	na-li-phi	na[AdvPre]-li[EnumConc5]-phi[EnumStem]
iqela	i-(li)-qela	i[NPrePre5]-(li)[BPre5]-qela[NStem]
okanye	okanye	okanye[Conj]
umsebenzi	u-m-sebenzi	u[NPrePre3]-m[BPre3]-sebenzi[NStem]
othile	o-th-ile	o[RelConc3]-th[VRoot]-ile[Perf]
.	.	.[Punc]
Izalathiso	i-zi-alathiso	i[NPrePre8]-zi[BPre8]-alathiso[NStem]
zobungakanani	za-u-bu-ngakanani	za[PossConc8]-u[NPrePre14]-bu[BPre14]-ngakanani[Adv]
zisebenzisa	zi-sebenz-is-a	zi[SC8]-sebenz[VRoot]-is[CausExt]-a[VerbTerm]
iinkqubo	i-(z)in-kqubo	i[NPrePre10]-(z)in[BPre10]-kqubo[NStem]
zedatha	za-i-datha	za[PossConc8]-i[NPrePre9]-datha[NStem]
engahlulwanga	e-nga-ahlul-w-a-nga	e[RelConc9]-nga[NegPre]-ahlul[VRoot]-w[PassExt]-a[VerbTerm]-nga[NegPre]
ngesini	nga-i-si-ni	nga[AdvPre]-i[NPrePre7]-si[BPre7]-ni[NStem]
neengxelo	na-i-(z)in-gxelo	na[AdvPre]-i[NPrePre10]-(z)in[BPre10]-gxelo[NStem]
eziphononongwe	ezi-phononong-w-e	ezi[RelConc10]-phononong[VRoot]-w[PassExt]-e[VerbTerm]
ngethuba	nga-i-(li)-thuba	nga[AdvPre]-i[NPrePre5]-(li)[BPre5]-thuba[NStem]
leenkqubo	la-i-(z)in-kqubo	la[PossConc5]-i[NPrePre10]-(z)in[BPre10]-kqubo[NStem]
locwangciso	la-u-cwangciso	la[PossConc5]-u[NPrePre11]-cwangciso[NStem]
lomgaqo-nkqubo	lwa-u-m-gaqo-n-kqubo	lwa[PossConc11]-u[NPrePre3]-m[BPre3]-gaqo[NStem]-n[BPre9]-kqubo[NStem]
okanye	okanye	okanye[Conj]
lweprojekthi	lwa-i-projekthi	lwa[PossConc11]-i[NPrePre9]-projekthi[NStem]
.	.	.[Punc]
Ubukho	u-bu-kho	u[NPrePre14]-bu[BPre14]-kho[NStem]
bedatha	ba-i-datha	ba[PossConc14]-i[NPrePre9]-datha[NStem]
esisiseko	esi-si-seko	esi[RelConc7]-si[BPre7]-seko[NStem]
yobungakanani	ya-u-bu-ngakanani	ya[PossConc9]-u[NPrePre14]-bu[BPre14]-ngakanani[Adv]
buthetha	bu-theth-a	bu[SC14]-theth[VRoot]-a[VerbTerm]
ukuba	ukuba	ukuba[Conj]
izalathisi	i-zi-alathisi	i[NPrePre8]-zi[BPre8]-alathisi[NStem]
zidla	zi-dla	zi[SC8]-dla[AuxVStem]
ngokuquka	nga-u-ku-quk-a	nga[AdvPre]-u[NPrePre15]-ku[BPre15]-quk[VRoot]-a[VerbTerm]
umba	u-m-ba	u[NPrePre3]-m[BPre3]-ba[NStem]
wokuseta	wa-u-ku-set-a	wa[PossConc3]-u[NPrePre15]-ku[BPre15]-set[VRoot]-a[VerbTerm]
