morphemes	target_surface_gold	prediction_surface_gold	target_surface_pred	prediction_surface_pred
I_Zi_khokelo	NPrePre8_BPre8_NStem	NStem_NStem_NStem	NPrePre8_BPre8_NStem	NPrePre4_BPre7_NStem
:	Punc	PUNC	Punc	PUNC
I_Zi_seko	NPrePre8_BPre8_NStem	NStem_NStem_NStem	NPrePre8_BPre8_NStem	NPrePre4_BPre7_NStem
zo_M_sebenzi	PossConc8_NPrePre3_BPre3_NStem	NStem_NStem_NStem	PossConc8_NPrePre3_BPre3_NStem	PossConc9_BPre3_NStem
ezi_Zinz_il_e_yo	RelConc8_VRoot_Perf_VerbTerm_RelSuf	VRoot_VRoot_VRoot_VRoot_VRoot	RelConc8_VRoot_Perf_VerbTerm_RelSuf	RelConc10_VRoot_ApplExt_VerbTerm_RelSuf
zi_ka_Masipala	PossConc8_PossKA_NStem	NStem_NStem_NStem	PossConc8_PossKA_NStem	CopPre_ExclNeg_NStem
no_Nikezelo	AdvPre_NPrePre11_BPre11_NStem	NStem_NStem	AdvPre_NPrePre11_BPre11_NStem	CopPre_NStem
lwe_e_N_konzo	PossConc11_NPrePre10_BPre10_NStem	VRoot_VRoot_VRoot_VRoot	PossConc11_NPrePre10_BPre10_NStem	PossConc11_PossConc6_BPre9_NStem
,	Punc	PUNC	Punc	PUNC
1	Num	PUNC	Num	NUM
E_preli	ProperName	NStem_NStem	ProperName	PossConc6_NStem
2007	Num	PUNC	Num	NUM
z_i_zi_khokelo	CopPre_NPrePre8_BPre8_NStem	VRoot_VRoot_VRoot_VRoot	CopPre_NPrePre8_BPre8_NStem	CopPre_NPrePre4_BPre7_NStem
ezi_phuhl_is_el_w_e	RelConc8_VRoot_CausExt_ApplExt_PassExt_VerbTerm	VRoot_VRoot_NStem_VRoot_VRoot_VRoot	RelConc8_VRoot_CausExt_ApplExt_PassExt_VerbTerm	RelConc7_VRoot_CausExt_ApplExt_PassExt_VerbTerm
u_ku_nced_a	NPrePre15_BPre15_VRoot_VerbTerm	NStem_NStem_NStem_VRoot	NPrePre15_BPre15_VRoot_VerbTerm	SC2ps_OC15_VRoot_VerbTerm
u_rhulumente	NPrePre1a_NStem	NStem_NStem	NPrePre1a_NStem	NPrePre1a_NStem
e_ku_zalisek_is_e_ni	LocPre_NPrePre15_BPre15_VRoot_CausExt_VerbTerm_LocSuf	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot	LocPre_NPrePre15_BPre15_VRoot_CausExt_VerbTerm_LocSuf	LocPre_BPre15_VRoot_CausExt_VerbTerm_LocSuf
i_m_fanelo	NPrePre9_BPre9_NStem	NStem_NStem_NStem	NPrePre9_BPre9_NStem	NPrePre4_BPre3_NStem
ya_khe	PossConc9_PossPron	PUNC_PUNC	PossConc9_PossPron	PossConc9_PronStem1
ng_oko_m_gaqo__si_se_ko	AdvPre_AdvPre_BPre3_NStem_BPre7_NStem	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot_VRoot	AdvPre_AdvPre_BPre3_NStem_BPre7_NStem	AdvPre_RelConc15_BPre3_NStem_BPre7_PossConc7_RelSuf
yo_ku_nikezel_a	PossConc9_NPrePre15_BPre15_VRoot_VerbTerm	VRoot_VRoot_VRoot_VRoot	PossConc9_NPrePre15_BPre15_VRoot_VerbTerm	PossConc4_OC15_VRoot_VerbTerm
i_in_konzo	NPrePre10_BPre10_NStem	NStem_NStem_NStem	NPrePre10_BPre10_NStem	NPrePre9_BPre9_NStem
ezi_s_i_si_se_ko	RelConc10_CopPre_NPrePre7_BPre7_NStem	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot	RelConc10_CopPre_NPrePre7_BPre7_NStem	RelConc8_PreLocs_LocPre_BPre7_PossConc7_RelSuf
zi_ka_masipala	PossConc10_PossKA_NStem	NStem_NStem_NStem	PossConc10_PossKA_NStem	CopPre_AdvPre_NStem
.	Punc	PUNC	Punc	PUNC
I_sa_zobe	NPrePre7_BPre7_NStem	NStem_NStem_NStem	NPrePre7_BPre7_NStem	BPre4_Pro_NStem
se__Ve_nn	PossConc7_NPrePre9_ProperName	NStem_NStem_NStem	PossConc7_NPrePre9_ProperName	PossConc7_PronStem2_BPre9
s_i_si_xhobo	CopPre_NPrePre7_BPre7_NStem	NStem_VRoot_NStem_VRoot	CopPre_NPrePre7_BPre7_NStem	PossConc7_NPrePre4_BPre7_NStem
so_ku_hlalutya	PossConc7_NPrePre15_BPre15_VRoot_VerbTerm	VRoot_VRoot_VRoot	PossConc7_NPrePre15_BPre15_VRoot_VerbTerm	PossConc7_BPre15_NStem
u_bonelelo	NPrePre11_NStem	NStem_NStem	NPrePre11_NStem	NPrePre1a_NStem
lwe_e_n_konzo	PossConc11_NPrePre10_BPre10_NStem	VRoot_VRoot_VRoot_VRoot	PossConc11_NPrePre10_BPre10_NStem	PossConc11_LocPre_BPre9_NStem
e_lu_ntw_ini	LocPre_NPrePre11_BPre11_NStem_LocSuf	NStem_NStem_VRoot_NStem	LocPre_NPrePre11_BPre11_NStem_LocSuf	LocPre_BPre11_NStem_LocSuf
.	Punc	Conj	Punc	PUNC
A_ma_lungu	NPrePre6_BPre6_NStem	NStem_NStem_NStem	NPrePre6_BPre6_NStem	PossConc6_BPre6_NStem
aba_hlali	NPrePre2_BPre2_NStem	NStem_NStem	NPrePre2_BPre2_NStem	NegPre_NStem
a_chong_a	SC6_VRoot_VerbTerm	NStem_NStem_NStem	SC6_VRoot_VerbTerm	SC6_VRoot_VerbTerm
i_mi_butho	NPrePre4_BPre4_NStem	NStem_NStem_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem
,	Punc	PUNC	Punc	PUNC
i_in_konzo	NPrePre10_BPre10_NStem	NStem_NStem_NStem	NPrePre10_BPre10_NStem	NPrePre9_BPre9_NStem
na_ba_niki	AdvPre_NPrePre2_BPre2_NStem	NStem_NStem_NStem	AdvPre_NPrePre2_BPre2_NStem	AdvPre_BPre2_NStem
be_e_n_konzo	PossConc2_NPrePre10_BPre10_NStem	NStem_NStem_NStem_VRoot	PossConc2_NPrePre10_BPre10_NStem	PossConc2_LocPre_BPre9_NStem
ba_ba_bek_e	SC2_OC2_VRoot_VerbTerm	NStem_NStem_NStem_NStem	SC2_OC2_VRoot_VerbTerm	SC2_OC2_VRoot_VerbTerm
ng_okwe_zin_tlu	AdvPre_AdvPre_NPrePre10_BPre10_NStem	VRoot_NStem_VRoot_VRoot	AdvPre_AdvPre_NPrePre10_BPre10_NStem	AdvPre_NStem_NPre10_NStem
ng_oko_ku_balulek_a	AdvPre_AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot	AdvPre_AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	AdvPre_AdvPre_OC15_VRoot_VerbTerm
na_ng_oko_fikelelo	AdvPre_AdvPre_NPrePre15_BPre15_NStem	VRoot_VRoot_VRoot_VRoot	AdvPre_AdvPre_NPrePre15_BPre15_NStem	AdvPre_CopPre_NPas_NStem
.	Punc	PUNC	Punc	PUNC
Si_kwa_s_i_si_xhobo	CopPre_AdvPre_CopPre_NPrePre7_BPre7_NStem	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot	CopPre_AdvPre_CopPre_NPrePre7_BPre7_NStem	BPre7_OC15_VRoot_VerbTerm_BPre7_NStem
esi_l_u_ncedo	RelConc7_CopPre_NPrePre11_BPre11_NStem	VRoot_VRoot_VRoot_VRoot	RelConc7_CopPre_NPrePre11_BPre11_NStem	RelConc7_BPre11_NPrePre1a_NStem
e_ku_qond_e_ni	LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	VRoot_VRoot_VRoot_VRoot_VRoot	LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	LocPre_OC15_VRoot_VerbTerm_LocSuf
i_im_funo	NPrePre10_BPre10_NStem	NStem_NStem_NStem	NPrePre10_BPre10_NStem	NPrePre4_NPre9_NStem
za_ba_hlali	PossConc10_NPrePre2_BPre2_NStem	NStem_NStem_NStem	PossConc10_NPrePre2_BPre2_NStem	PossConc5_BPre2_NStem
.	Punc	PUNC	Punc	PUNC
A_zi	VRoot_VerbTerm	PUNC_PUNC	VRoot_VerbTerm	PossConc6_NStem
ngo_phuhliso	AdvPre_NPrePre11_BPre11_NStem	NStem_NStem	AdvPre_NPrePre11_BPre11_NStem	AdvPre_NStem
kwa_ba_nye	LocPre_AdjPref2_AdjStem	NStem_NStem_NStem	LocPre_AdjPref2_AdjStem	PossConc15_BPre2_AdjStem
oo_masipala	NPrePre2a_NStem	NStem_NStem	NPrePre2a_NStem	BPre2a_NStem
_	Punc		Punc	
ba_fund_e	SC2_VRoot_VerbTerm	NStem_NStem_NStem	SC2_VRoot_VerbTerm	SC2_VRoot_VerbTerm
kw_i_im_bono	LocPre_NPrePre10_BPre10_NStem	NStem_NStem_NStem_NStem	LocPre_NPrePre10_BPre10_NStem	PossConc15_NPrePre4_BPre4_NStem
na_ma_va	AdvPre_NPrePre6_BPre6_NStem	NStem_NStem_NStem	AdvPre_NPrePre6_BPre6_NStem	AdvPre_BPre6_NStem
abo	PossConc6_PronStem2	PUNC	PossConc6_PronStem2	CDEM02
.	Punc	PUNC	Punc	PUNC
Kodwa	Conj	PUNC	Conj	Adv
u_rhwebo	NPrePre11_NStem	NStem_NStem	NPrePre11_NStem	NPrePre1a_NStem
lwa_ma_zwe	PossConc11_NPrePre6_BPre6_NStem	NStem_NStem_NStem	PossConc11_NPrePre6_BPre6_NStem	PossConc11_BPre6_NStem
nga_ma_zwe	AdvPre_NPrePre6_BPre6_NStem	NStem_NStem_NStem	AdvPre_NPrePre6_BPre6_NStem	AdvPre_BPre6_NStem
na_lo	AdvPre_PronStem11	PUNC_PUNC	AdvPre_PronStem11	AdvPre_PronStem5
lu_be	CopPre_Cop	PUNC_PUNC	CopPre_Cop	SC11_AuxVStem
ne_galelo	CopPre_NPrePre5_BPre5_NStem	NStem_NStem	CopPre_NPrePre5_BPre5_NStem	AdvPre_NStem
ku_m_ngcipheko	LocPre_NPrePre3_BPre3_NStem	VRoot_VRoot_VRoot	LocPre_NPrePre3_BPre3_NStem	LocPre_BPre3_NStem
o_phakam_il_e_yo	RelConc3_VRoot_Perf_VerbTerm_RelSuf	VRoot_VRoot_VRoot_VRoot_VRoot	RelConc3_VRoot_Perf_VerbTerm_RelSuf	SC6_VRoot_ApplExt_VerbTerm_RelSuf
no_bu_nzulu	AdvPre_NPrePre14_BPre14_NStem	NStem_NStem_NStem	AdvPre_NPrePre14_BPre14_NStem	AdvPre_BPre14_NStem
kw_i_mi_cimbi	LocPre_NPrePre4_BPre4_NStem	NStem_NStem_NStem_NStem	LocPre_NPrePre4_BPre4_NStem	PossConc15_NPrePre4_BPre4_NStem
ye_hlabathi	PossConc4_NPrePre5_BPre5_NStem	NStem_NStem	PossConc4_NPrePre5_BPre5_NStem	PossConc9_NStem
_	Punc		Punc	
u_ku_sukel_a	NPrePre15_BPre15_VRoot_VerbTerm	VRoot_VRoot_VRoot_NStem	NPrePre15_BPre15_VRoot_VerbTerm	SC3_OC15_VRoot_VerbTerm
ku_bu_ntshaphantshapha	LocPre_NPrePre14_BPre14_NStem	VRoot_VRoot_VRoot	LocPre_NPrePre14_BPre14_NStem	LocPre_BPre14_NStem
be_shishini	PossConc14_NPrePre5_BPre5_NStem	NStem_NStem	PossConc14_NPrePre5_BPre5_NStem	PossConc2_NStem
l_e_ze_zi_mali	PossConc5_RelConc8_PossConc8_NPrePre10_BPre10_NStem	NStem_NStem_NStem_NStem_NStem	PossConc5_RelConc8_PossConc8_NPrePre10_BPre10_NStem	PossConc5_LocPre_RelConc10_NPre10_NStem
,	Punc	PUNC	Punc	PUNC
u_ku_ya	NPrePre15_BPre15_VRoot_VerbTerm	NStem_NStem_NStem	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre1a_BPre15_NStem
kw_i_m_fuduko	LocPre_NPrePre9_BPre9_NStem	NStem_NStem_NStem_NStem	LocPre_NPrePre9_BPre9_NStem	PossConc15_NPrePre9_BPre3_NStem
ya_ba_ntu	PossConc9_NPrePre2_BPre2_NStem	NStem_NStem_NStem	PossConc9_NPrePre2_BPre2_NStem	PossConc9_BPre2_NStem
aba_ne_za_khono	RelConc2_CopPre_NPrePre8_BPre8_NStem	NStem_NStem_NStem_NStem	RelConc2_CopPre_NPrePre8_BPre8_NStem	RelConc2_AdvPre_NStem_NStem
u_ku_suk_a	NPrePre15_BPre15_VRoot_VerbTerm	NStem_NStem_NStem_NStem	NPrePre15_BPre15_VRoot_VerbTerm	SC3_OC15_VRoot_VerbTerm
ku_ma_zwe	LocPre_NPrePre6_BPre6_NStem	NStem_NStem_NStem	LocPre_NPrePre6_BPre6_NStem	LocPre_BPre6_NStem
a_sa_hlum_a_yo	RelConc6_Pro_VRoot_VerbTerm_RelSuf	VRoot_VRoot_VRoot_VRoot_VRoot	RelConc6_Pro_VRoot_VerbTerm_RelSuf	SC6_Pro_VRoot_VerbTerm_RelSuf
,	Punc	PUNC	Punc	PUNC
u_ku_ya	NPrePre15_BPre15_VRoot_VerbTerm	NStem_NStem_NStem	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre1a_BPre15_NStem
e_ku_tshintsh_w_e_ni	LocPre_NPrePre15_BPre15_VRoot_PassExt_VerbTerm_LocSuf	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot	LocPre_NPrePre15_BPre15_VRoot_PassExt_VerbTerm_LocSuf	LocPre_BPre15_VRoot_PassExt_VerbTerm_LocSuf
ko_nxulumano	PossConc15_NPrePre11_BPre11_NStem	NStem_NStem	PossConc15_NPrePre11_BPre11_NStem	BPre2_NStem
lwa_ma_ndla	PossConc11_NPrePre6_BPre6_NStem	NStem_NStem_NStem	PossConc11_NPrePre6_BPre6_NStem	PossConc11_BPre6_NStem
phakathi	Adv	PUNC	Adv	Adv
ko_rhulumente	BPre5_PossKA_NStem	NStem_NStem	BPre5_PossKA_NStem	RelSuf_NStem
n_e_ze_zi_mali	AdvPre_RelConc8_PossConc8_NPrePre10_BPre10_NStem	NStem_NStem_NStem_NStem_NStem	AdvPre_RelConc8_PossConc8_NPrePre10_BPre10_NStem	AdvPre_LocPre_NStem_NStem_NStem
.	Punc	PUNC	Punc	PUNC
Ngenxa	Conj	NStem	Conj	COP
y_ezi	PossConc9_Dem10_Pos1	PUNC_PUNC	PossConc9_Dem10_Pos1	CopPre_NStem
patheni	NStem	PUNC	NStem	NStem
,	Punc	PUNC	Punc	PUNC
u_ku_thoth_a	NPrePre15_BPre15_VRoot_VerbTerm	VRoot_NStem_NStem_NStem	NPrePre15_BPre15_VRoot_VerbTerm	SC1_OC15_VRoot_VerbTerm
kw_a_kutsha	AdvPre_AdvPre_AdjStem	NStem_NStem_NStem	AdvPre_AdvPre_AdjStem	PossConc15_LocPre_NStem
nje	Adv	PUNC	Adv	Adv
ku_qoqosho	LocPre_NPrePre11_BPre11_NStem	NStem_NStem	LocPre_NPrePre11_BPre11_NStem	LocPre_NStem
ku_ma_zwe	LocPre_NPrePre6_BPre6_NStem	NStem_NStem_NStem	LocPre_NPrePre6_BPre6_NStem	LocPre_BPre6_NStem
a_sa_hlum_a_yo	RelConc6_Pro_VRoot_VerbTerm_RelSuf	VRoot_VRoot_NStem_VRoot_NStem	RelConc6_Pro_VRoot_VerbTerm_RelSuf	SC6_Pro_VRoot_VerbTerm_RelSuf
ku_bangel_a	SC15_VRoot_VerbTerm	NStem_NStem_NStem	SC15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm
u_m_ngcipheko	NPrePre3_BPre3_NStem	VRoot_VRoot_VRoot	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem
o_bon_akal_a_yo	RelConc3_VRoot_NeutExt_VerbTerm_RelSuf	VRoot_VRoot_VRoot_VRoot_VRoot	RelConc3_VRoot_NeutExt_VerbTerm_RelSuf	RelConc7_VRoot_NeutExt_VerbTerm_PronStem9
ku_ma_zwe	LocPre_NPrePre6_BPre6_NStem	NStem_NStem_NStem	LocPre_NPrePre6_BPre6_NStem	LocPre_BPre6_NStem
a_sa_hlum_a_yo	RelConc6_Pro_VRoot_VerbTerm_RelSuf	VRoot_NStem_VRoot_VRoot_VRoot	RelConc6_Pro_VRoot_VerbTerm_RelSuf	SC6_Pro_VRoot_VerbTerm_RelSuf
.	Punc	PUNC	Punc	PUNC
U_ku_bek_a	NPrePre15_BPre15_VRoot_VerbTerm	NStem_NStem_NStem_NStem	NPrePre15_BPre15_VRoot_VerbTerm	SC1_OC15_VRoot_VerbTerm
i_li_so	NPrePre5_BPre5_NStem	NStem_NStem_NStem	NPrePre5_BPre5_NStem	NPrePre5_BPre5_NStem
ne_mi_linganiselo	AdvPre_NPrePre4_BPre4_NStem	VRoot_VRoot_VRoot	AdvPre_NPrePre4_BPre4_NStem	AdvPre_BPre4_NStem
yo_m_sebenzi	PossConc4_NPrePre3_BPre3_NStem	NStem_NStem_NStem	PossConc4_NPrePre3_BPre3_NStem	PossConc4_BPre3_NStem
.	Punc	PUNC	Punc	PUNC
Qwalasel_a	VRoot_VerbTerm	NStem_NStem	VRoot_VerbTerm	VRoot_VerbTerm
le	Dem4_Pos1	PUNC	Dem4_Pos1	PossConc5
mi_buzo	BPre4_NStem	PUNC_PUNC	BPre4_NStem	BPre4_NStem
i_landel_a_yo	RelConc4_VRoot_VerbTerm_RelSuf	NStem_NStem_NStem_NStem	RelConc4_VRoot_VerbTerm_RelSuf	SC4_VRoot_VerbTerm_RelSuf
.	Punc	PUNC	Punc	PUNC
Kwa_khona	AdvPre_Adv	NStem_NStem	AdvPre_Adv	PossConc15_Adv
ku_balulek_ile	SC15_VRoot_Perf_VerbTerm	NStem_NStem_NStem	SC15_VRoot_Perf_VerbTerm	SC15_VRoot_Perf
u_ku_qinisek_is_a	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	SC2ps_BPre15_VRoot_CausExt_VerbTerm
u_kuba	Conj	PUNC_PUNC	Conj	NPrePre1a_NStem
aba_ntu	NPrePre2_BPre2_NStem	NStem_NStem	NPrePre2_BPre2_NStem	RelConc2_NStem
aba_bo_dwa	RelConc2_QuantConc2_QuantStem	NStem_NStem_Conj	RelConc2_QuantConc2_QuantStem	RelConc2a_BPre2_NStem
ba_no_xanduva	CopPre_AdvPre_NPrePre11_BPre11_NStem	NStem_NStem_NStem	CopPre_AdvPre_NPrePre11_BPre11_NStem	BPre2_CopPre_NStem
lo_ku_lungis_a	PossConc11_NPrePre15_BPre15_VRoot_VerbTerm	NStem_NStem_NStem_NStem	PossConc11_NPrePre15_BPre15_VRoot_VerbTerm	SC15_BPre15_VRoot_VerbTerm
esi	Dem7_Pos1	Conj	Dem7_Pos1	CDEM07
si_cwangciso	BPre7_NStem	NStem_NStem	BPre7_NStem	BPre7_NStem
u_ku_thintel_a	NPrePre15_BPre15_VRoot_VerbTerm	VRoot_NStem_VRoot_VRoot	NPrePre15_BPre15_VRoot_VerbTerm	SC2ps_OC15_VRoot_VerbTerm
i_meko	NPrePre9_NStem	NStem_NStem	NPrePre9_NStem	NPrePre4_NStem
a_pho	Dem16_Pos2	PUNC_PUNC	Dem16_Pos2	PossConc6_PronStem6
ku_nge_kho	CopPre_NegPre_Adv	NStem_NStem_NStem	CopPre_NegPre_Adv	SC15_NegPre_Adv
na_m_nye	AdvPre_AdjPref1_AdjStem	NStem_NStem_NStem	AdvPre_AdjPref1_AdjStem	AdvPre_BPre3_AdjStem
o_thath_a	RelConc1_VRoot_VerbTerm	NStem_NStem_NStem	RelConc1_VRoot_VerbTerm	SC6_VRoot_VerbTerm
u_xanduva	NPrePre11_NStem	NStem_NStem	NPrePre11_NStem	NPrePre1a_NStem
olu_ngqal_il_e_yo	RelConc11_VRoot_Perf_VerbTerm_RelSuf	NStem_NStem_NStem_NStem_NStem	RelConc11_VRoot_Perf_VerbTerm_RelSuf	RelConc11_VRoot_ApplExt_VerbTerm_RelSuf
ngo_ku_lungisel_el_a	AdvPre_NPrePre15_BPre15_VRoot_ApplExt_ApplExt_VerbTerm	VRoot_VRoot_NStem_VRoot_VRoot	AdvPre_NPrePre15_BPre15_VRoot_ApplExt_ApplExt_VerbTerm	AdvPre_OC15_VRoot_ApplExt_VerbTerm
eso	Dem7_Pos2	Adv	Dem7_Pos2	CDEM03
si_cwangciso	BPre7_NStem	VRoot_VRoot	BPre7_NStem	BPre7_NStem
.	Punc	PUNC	Punc	PUNC
U_k_omelez_a	NPrePre15_BPre15_VRoot_VerbTerm	VRoot_VRoot_VRoot_VRoot	NPrePre15_BPre15_VRoot_VerbTerm	SC2ps_BPre15_VRoot_VerbTerm
i_in_konzo	NPrePre10_BPre10_NStem	NStem_NStem_NStem	NPrePre10_BPre10_NStem	NPrePre9_BPre9_NStem
ezi_ng_u_ndoqo	RelConc10_CopPre_NPrePre1a_NStem	VRoot_VRoot_VRoot_VRoot	RelConc10_CopPre_NPrePre1a_NStem	RelConc7_AdvPre_BPre3_NStem
zo_khathalelo	PossConc10_NPrePre11_NStem	NStem_NStem	PossConc10_NPrePre11_NStem	BPre2a_NStem
lwe_m_pilo	PossConc11_NPrePre9_BPre9_NStem	NStem_VRoot_VRoot	PossConc11_NPrePre9_BPre9_NStem	PossConc11_NPre9_NStem
no_kw_and_is_a	AdvPre_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	NStem_NStem_NStem_NStem_NStem	AdvPre_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	CopPre_BPre15_VRoot_CausExt_VerbTerm
i_in_kqubo	NPrePre10_BPre10_NStem	NStem_NStem_NStem	NPrePre10_BPre10_NStem	NPrePre9_BPre9_NStem
ze_m_pilo	PossConc10_NPrePre9_BPre9_NStem	NStem_NStem_NStem	PossConc10_NPrePre9_BPre9_NStem	PossConc9_NPre9_NStem
ezi_sek_el_w_e	RelConc10_VRoot_ApplExt_PassExt_VerbTerm	NStem_NStem_NStem_NStem_VRoot	RelConc10_VRoot_ApplExt_PassExt_VerbTerm	RelConc10_VRoot_ApplExt_PassExt_VerbTerm
kw_i_mi_mandla	LocPre_NPrePre4_BPre4_NStem	NStem_NStem_NStem_NStem	LocPre_NPrePre4_BPre4_NStem	PossConc15_NPrePre4_BPre4_NStem
,	Punc	PUNC	Punc	PUNC
ezi_fan_a	RelConc8_VRoot_VerbTerm	NStem_NStem_NStem	RelConc8_VRoot_VerbTerm	RelConc8_VRoot_VerbTerm
ne_e_n_kqubo	AdvPre_NPrePre10_BPre10_NStem	VRoot_VRoot_VRoot_VRoot	AdvPre_NPrePre10_BPre10_NStem	AdvPre_LocPre_BPre9_NStem
zo_m_sebenzi	PossConc10_NPrePre3_BPre3_NStem	NStem_NStem_NStem	PossConc10_NPrePre3_BPre3_NStem	NPre2a_BPre1_NStem
we_m_pilo	PossConc3_NPrePre9_BPre9_NStem	NStem_NStem_NStem	PossConc3_NPrePre9_BPre9_NStem	PossConc3_BPre3_NStem
yo_lu_ntu	PossConc9_NPrePre11_BPre11_NStem	NStem_NStem_NStem	PossConc9_NPrePre11_BPre11_NStem	PossConc9_BPre11_NStem
n_e_y_a_ba_b_el_ekisi	AdvPre_RelConc9_PossConc9_NPrePre2_BPre2_NStem	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot_VRoot_VRoot	AdvPre_RelConc9_PossConc9_NPrePre2_BPre2_NStem	AdvPre_LocPre_CopPre_VerbTerm_AuxVStem_VRoot_ApplExt_NStem
,	Punc	PUNC	Punc	PUNC
ne_m_fundo	AdvPre_NPrePre9_BPre9_NStem	NStem_NStem_NStem	AdvPre_NPrePre9_BPre9_NStem	AdvPre_BPre3_NStem
nge_ze_m_pilo	AdvPre_RelConc8_PossConc8_NPrePre9_BPre9_NStem	NStem_NStem_NStem_NStem	AdvPre_RelConc8_PossConc8_NPrePre9_BPre9_NStem	AdvPre_PossConc9_BPre3_NStem
.	Punc	PUNC	Punc	PUNC
U_m_lamli	NPrePre1_BPre3_NStem	NStem_NStem_NStem	NPrePre1_BPre3_NStem	NPrePre1_BPre1_NStem
u_fanel_e	SC1_VRoot_VerbTerm	NStem_NStem_NStem	SC1_VRoot_VerbTerm	SC3_VRoot_VerbTerm
u_ku_hlalutya	NPrePre15_BPre15_VRoot_VerbTerm	VRoot_VRoot_VRoot	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre1a_BPre15_NStem
i_m_pikiswano	NPrePre9_BPre9_NStem	NStem_VRoot_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre3_NStem
.	Punc	PUNC	Punc	PUNC
I_Komiti	NPrePre9_NStem	NStem_NStem	NPrePre9_NStem	NPre9_NStem
ye_Wadi	PossConc9_NPrePre9_NStem	NStem_NStem	PossConc9_NPrePre9_NStem	PossConc9_NStem
na_ba_nye	AdvPre_AdjPref2_AdjStem	NStem_NStem_NStem	AdvPre_AdjPref2_AdjStem	AdvPre_BPre2_AdjStem
aba_ntu	NPrePre2_BPre2_NStem	NStem_NStem	NPrePre2_BPre2_NStem	RelConc2_NStem
aba_no_ku_bandakany_ek_a	RelConc2_AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot	RelConc2_AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	RelConc2_AdvPre_BPre15_VRoot_NeutExt_VerbTerm
kw_i_m_pumezo	LocPre_NPrePre9_BPre9_NStem	VRoot_VRoot_VRoot_VRoot	LocPre_NPrePre9_BPre9_NStem	PossConc15_NPrePre9_BPre3_NStem
,	Punc	PUNC	Punc	PUNC
ku_quk_a	SC15_VRoot_VerbTerm	NStem_NStem_NStem	SC15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm
u_m_meli	NPrePre1_BPre1_NStem	NStem_NStem_NStem	NPrePre1_BPre1_NStem	NPrePre3_BPre3_NStem
nge_n_jongo	AdvPre_NPrePre9_BPre9_NStem	NStem_NStem_NStem	AdvPre_NPrePre9_BPre9_NStem	AdvPre_BPre9_NStem
nga_nye	AdvPre_EnumStem	PUNC_PUNC	AdvPre_EnumStem	AdvPre_AdjStem
e_vel_a	RelConc9_VRoot_VerbTerm	NStem_NStem_NStem	RelConc9_VRoot_VerbTerm	SC6_VRoot_VerbTerm
kw_i_in_tlanganiso	LocPre_NPrePre10_BPre10_NStem	VRoot_VRoot_VRoot_VRoot	LocPre_NPrePre10_BPre10_NStem	PossConc15_NPrePre9_BPre9_NStem
za_ma_qela	PossConc10_NPre6_BPre6_NStem	NStem_NStem_NStem	PossConc10_NPre6_BPre6_NStem	AdvPre_BPre6_NStem
a_sebenzyo	SC6_VRoot_VerbTerm_RelSuf	NStem_NStem	SC6_VRoot_VerbTerm_RelSuf	RelConc6_NStem
kw_i_i_yure	LocPre_NPrePre10_BPre10_NStem	NStem_NStem_NStem_NStem	LocPre_NPrePre10_BPre10_NStem	LocPre_NPrePre4_BPre9_NStem
ezim_bini	AdjPref10_AdjStem	NStem_NStem	AdjPref10_AdjStem	LocPre_BPre9
ngo_ku_sebenz_is_a	AdvPre_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot	AdvPre_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	AdvPre_OC15_VRoot_CausExt_VerbTerm
u_thungelwano	NPrePre11_NStem	VRoot_VRoot	NPrePre11_NStem	NPrePre1a_NStem
u_kw_enz_el_a	NPrePre15_BPre15_VRoot_ApplExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot	NPrePre15_BPre15_VRoot_ApplExt_VerbTerm	SC2ps_OC15_VRoot_ApplExt_VerbTerm
